district,party,name,descriptor,year,office,state,cand_key,office_level,bio_in_office,bio_prior_candidacy
,REP,Larry Hogan,former governor (2015–2023) and nominee for U.S. Senate in 2024,2026,Governor,MD,hogan l,3,0,1
,IND,Green,"), former co-chair of the Maryland Green Party and candidate for Maryland House of Delegates in 2018  Running mate: Owen Silverman Andrews, teacher",2026,Governor,MD,green,0,0,1
,IND,Working Class Party,"), nominee for lieutenant governor in 2022  Running mate: Cathy Permut",2026,Governor,MD,party w,0,0,1
,IND,Running mate: Owen Silverman Andrews,teacher,2026,Governor,MD,andrews r,0,0,0
,DEM,Hannah Pingree,"former director of the Maine Governor's Office of Policy Innovation, former Speaker of the Maine House of Representatives (2008–2010) from the 36th district (2002–2010), and daughter of U.S. Representative Chellie Pingree",2026,Governor,ME,pingree h,4,1,0
,DEM,2024,( ran for State House ),2026,Governor,ME,,0,0,0
,DEM,Joe Baldacci,"state senator (2020–present) and brother of former governor John Baldacci ( ran for U.S. House , endorsed Jackson)",2026,Governor,ME,baldacci j,3,1,0
,DEM,Jared Golden,U.S. representative from Maine's 2nd congressional district (2019–present),2026,Governor,ME,golden j,4,1,0
,DEM,ran for U.S. Senate,),2026,Governor,ME,senate r,0,0,0
,DEM,Adam Lee,car dealer,2026,Governor,ME,lee a,0,0,0
,REP,Bobby Charles,lawyer and former U.S. Assistant Secretary of State (2003–2005),2026,Governor,ME,charles b,3,0,0
,REP,James Libby,state senator and candidate for governor in 2002   (endorsed Bush; remained on ballot),2026,Governor,ME,libby j,2,0,1
,REP,Steven Sheppard,rapper,2026,Governor,ME,sheppard s,0,0,0
,REP,Rick Bennett,"state senator, former President of the Maine Senate, and candidate for U.S. Senate in 2012 (running as an Independent)",2026,Governor,ME,bennett r,2,0,1
,REP,Laurel Libby,state representative from the 90th district (2022–present) and the 64th district (2020–2022),2026,Governor,ME,libby l,2,1,0
,REP,2018,independent candidate for governor in 2010 (initially formed exploratory committee),2026,Governor,ME,,0,0,1
,REP,Ray Richardson,political analyst and radio host,2026,Governor,ME,richardson r,0,0,0
,IND,Rick Bennett,"state senator (1996–2004, 2020–present), Republican nominee for ME-2 in 1994 and candidate for U.S. Senate in 2012",2026,Governor,ME,bennett r,2,1,1
,IND,Ed Crockett,state representative (2018–present),2026,Governor,ME,crockett e,2,1,0
,IND,John Glowa,retired environmental specialist,2026,Governor,ME,glowa j,0,0,0
,IND,Alexander Murchison,mechanical engineer,2026,Governor,ME,murchison a,0,0,0
,DEM,Jocelyn Benson,Michigan secretary of state (2019–present),2026,Governor,MI,benson j,3,1,0
,DEM,Genesee County,sheriff (2020–present),2026,Governor,MI,county g,1,1,0
,DEM,Kim Thomas,auditor,2026,Governor,MI,thomas k,0,0,0
,DEM,Green,nominee for governor in 2022,2026,Governor,MI,green,0,0,1
,DEM,Marni Sawicki,"former mayor of Cape Coral, Florida (2013–2017)",2026,Governor,MI,sawicki m,1,0,0
,DEM,Garlin Gilchrist,lieutenant governor of Michigan (2019–present) ( running for Michigan Secretary of State ),2026,Governor,MI,gilchrist g,3,1,0
,DEM,Pete Buttigieg,former U.S. secretary of transportation (2021–2025),2026,Governor,MI,buttigieg p,4,0,0
,DEM,Dan Kildee,former U.S. representative from Michigan's 8th congressional district (2013–2025),2026,Governor,MI,kildee d,4,1,0
,DEM,Mallory McMorrow,state senator from the 8th district (2019–present)  ( ran for U.S. Senate ),2026,Governor,MI,mcmorrow m,2,1,0
,DEM,Gary Peters,U.S. senator (2015–present),2026,Governor,MI,peters g,4,1,0
,REP,John James,U.S. representative from Michigan's 10th congressional district (2023–present) and nominee for U.S. Senate in 2018 and 2020,2026,Governor,MI,james j,4,1,1
,REP,Perry Johnson,"businessman, candidate for governor in 2022 , and candidate for president in 2024",2026,Governor,MI,johnson p,0,0,1
,REP,2022,(endorsed Johnson),2026,Governor,MI,,0,0,0
,REP,Joyce Gipson,advocate,2026,Governor,MI,gipson j,0,0,0
,REP,William Null,construction manager,2026,Governor,MI,null w,0,0,0
,REP,Mike Cox,former Michigan Attorney General (2003–2011) and candidate for governor in 2010 (remains on ballot; endorsed James),2026,Governor,MI,cox m,3,0,1
,REP,Michigan's 8th congressional district,in 2024 ( switched to Libertarian convention ),2026,Governor,MI,district m,0,0,0
,REP,Tom Leonard,"former speaker of the Michigan House of Representatives (2017–2019) from the 93rd district (2013–2019), nominee for attorney general in 2018 and candidate in 2022 (endorsed James)",2026,Governor,MI,leonard t,2,1,1
,REP,Aric Nesbitt,minority leader of the Michigan Senate (2023–present) from 20th district (2019–present) (remains on ballot; endorsed James),2026,Governor,MI,nesbitt a,2,1,0
,REP,Karla Wagner,political organizer (running as an Independent),2026,Governor,MI,wagner k,0,0,0
,REP,Tudor Dixon,conservative media personality and nominee for governor in 2022,2026,Governor,MI,dixon t,0,0,1
,REP,Running mate: Beau Parmenter,businessman,2026,Governor,MI,parmenter r,0,0,0
,IND,Karla Wagner,political organizer (previously ran as a Republican),2026,Governor,MI,wagner k,0,0,0
,IND,Mike Duggan,former mayor of Detroit (2014–2026),2026,Governor,MI,duggan m,1,0,0
,DEM,Tom Evenstad,public safety specialist   Running mate: Jason Haarsager,2026,Governor,MN,evenstad t,0,0,0
,DEM,Bill Gates,"Jr., former pastor   Running mate: Leah Harris",2026,Governor,MN,gates b,0,0,0
,DEM,Amy Klobuchar,"U.S. senator (2007–present)  Running mate: Ben Schierer, former mayor of Fergus Falls (2017–2025)  (initially ran for state auditor )",2026,Governor,MN,klobuchar a,4,1,0
,DEM,Kobey Layne,community organizer    Running mate: Paul Ference,2026,Governor,MN,layne k,0,0,0
,DEM,Fergus Falls,(2017–2025)  (initially ran for state auditor ),2026,Governor,MN,falls f,0,0,0
,DEM,Tim Walz,incumbent governor (2019–present),2026,Governor,MN,walz t,3,1,0
,DEM,MN-01,in 2022,2026,Governor,MN,mn,0,0,0
,DEM,Angie Craig,"U.S. representative from MN-02 (2019–present) ( running for U.S. Senate , endorsed Klobuchar)",2026,Governor,MN,craig a,4,1,0
,DEM,Keith Ellison,attorney general of Minnesota (2019–present) ( running for re-election ),2026,Governor,MN,ellison k,3,1,0
,DEM,Peggy Flanagan,"Lieutenant Governor of Minnesota (2019–present) ( running for U.S. Senate , endorsed Klobuchar)",2026,Governor,MN,flanagan p,3,1,0
,DEM,Dean Phillips,former U.S. representative from MN-03 (2019–2025) and candidate for president in 2024,2026,Governor,MN,phillips d,4,1,1
,DEM,Steve Simon,secretary of state of Minnesota (2015–present) ( running for re-election ),2026,Governor,MN,simon s,3,1,0
,DEM,Tina Smith,U.S. senator (2018–present),2026,Governor,MN,smith t,4,1,0
,REP,Loner Blue,perennial candidate   Running mate: Andrew Maass,2026,Governor,MN,blue l,0,0,0
,REP,Lisa Demuth,"speaker of the Minnesota House of Representatives (2025–present) from district 13A (2019–present)  Running mate: Ryan Wilson, attorney and nominee for State Auditor in 2022",2026,Governor,MN,demuth l,2,1,1
,REP,Raul Estrada,construction worker and organizer with the American Indian Coalition  Running mate: Joe Kincaid,2026,Governor,MN,estrada r,0,0,0
,REP,John Krhin,pastor  Running mate: Dennis Conn,2026,Governor,MN,krhin j,0,0,0
,REP,Mike Lindell,"founder and CEO of My Pillow and candidate for RNC chair in 2023  Running mate: Phillip Parrish, retired Naval intelligence officer, teacher, and school administrator",2026,Governor,MN,lindell m,0,0,1
,REP,Minnesota's 3rd congressional district,"in 2020 , and candidate for governor in 2022  Running mate: Brian Nicholson, construction firm chief executive",2026,Governor,MN,district m,0,0,1
,REP,State Auditor,in 2022,2026,Governor,MN,auditor s,0,0,0
,REP,Running mate: Phillip Parrish,"retired Naval intelligence officer, teacher, and school administrator",2026,Governor,MN,parrish r,0,0,0
,REP,Running mate: Brian Nicholson,construction firm chief executive,2026,Governor,MN,nicholson r,0,0,0
,REP,Patrick Knight,food company CEO,2026,Governor,MN,knight p,0,0,0
,REP,Peggy Bennett,state representative from district 23A (2015–present) ( withdrew after her running mate dropped out ),2026,Governor,MN,bennett p,2,1,0
,REP,Scott Jensen,former state senator from the 47th district (2017–2021) and nominee for governor in 2022 ( running for state auditor ),2026,Governor,MN,jensen s,2,0,1
,REP,St. Cloud,city councilor (2010–2018) [ a ],2026,Governor,MN,cloud s,1,0,0
,REP,Chris Madel,attorney,2026,Governor,MN,madel c,0,0,0
,REP,Phillip Parrish,"retired Naval intelligence officer, teacher, and school administrator (running for lieutenant governor as Mike Lindell's running mate)",2026,Governor,MN,parrish p,0,0,0
,REP,Kristin Robbins,state representative from district 37A (2019–present),2026,Governor,MN,robbins k,2,1,0
,REP,Zach Duckworth,state senator from the 57th district (2021–present) ( running for re-election ),2026,Governor,MN,duckworth z,2,1,0
,REP,Tom Emmer,U.S. representative from Minnesota's 6th congressional district (2015–present) and nominee for governor in 2010,2026,Governor,MN,emmer t,4,1,1
,REP,Pete Stauber,U.S. representative from Minnesota's 8th congressional district (2019–present),2026,Governor,MN,stauber p,4,1,0
,REP,Tim Pawlenty,former governor of Minnesota (2003–2011),2026,Governor,MN,pawlenty t,3,0,0
,IND,Green,")    Running mate: Jane Kirby, retired midwife and animal rights activist",2026,Governor,MN,green,0,0,0
,IND,Running mate: Jane Kirby,retired midwife and animal rights activist,2026,Governor,MN,kirby r,0,0,0
,IND,Brad Kohler,retired mixed martial arts fighter ( previously registered as a Republican ),2026,Governor,MN,kohler b,0,0,0
,IND,Grassroots-LC,nominee for governor in 2022,2026,Governor,MN,grassrootslc,0,0,1
,IND,Mike Newcome,entrepreneur and business consultant,2026,Governor,MN,newcome m,0,0,0
,IND,Calvin Larson Jr.,labor union leader (running for State Senate District 2),2026,Governor,MN,larson c,0,0,0
,REP,Kelly Ayotte,incumbent governor (2025–present),2026,Governor,NH,ayotte k,3,1,0
,REP,Dan Innis,"state senator (2016–2018, 2022–present), candidate for New Hampshire's 1st congressional district in 2014 , and previous candidate for U.S. Senate in 2026 ( running for re-election )",2026,Governor,NH,innis d,2,1,1
,DEM,Cinde Warmington,former New Hampshire Executive Councilor (2021–2025) and candidate for governor in 2024,2026,Governor,NH,warmington c,0,0,1
,DEM,Newmarket,town councilor and 2024 gubernatorial candidate (running as an independent),2026,Governor,NH,newmarket,0,0,0
,DEM,Hampton,selectwoman ( Running for Congress ),2026,Governor,NH,hampton,0,0,0
,DEM,Donovan Fenton,state senator from the 10th district (2022–present),2026,Governor,NH,fenton d,2,1,0
,DEM,mayor,of Portsmouth (2022–present),2026,Governor,NH,mayor,0,1,0
,DEM,Andru Volinsky,former New Hampshire Executive Councilor (2017–2021) and candidate for governor in 2020,2026,Governor,NH,volinsky a,0,0,1
,IND,Newmarket,town councilor and Democratic candidate for governor in 2024  [ b ],2026,Governor,NH,newmarket,0,0,1
,IND,Libertarian,"), software developer and nominee for governor in 2024",2026,Governor,NH,libertarian,0,0,1
,DEM,Deb Haaland,former U.S. secretary of the interior (2021–2025,2026,Governor,NM,haaland d,4,0,0
,DEM,Ken Miyagishima,former mayor of Las Cruces (2007–2023) (ran as an independent),2026,Governor,NM,miyagishima k,1,0,0
,DEM,Teresa Leger Fernandez,U.S. representative from New Mexico's 3rd congressional district (2021–present)  (endorsed Haaland),2026,Governor,NM,fernandez t,4,1,0
,DEM,Martin Heinrich,U.S. senator from New Mexico (2013–present),2026,Governor,NM,heinrich m,4,1,0
,DEM,Howie Morales,lieutenant governor of New Mexico (2019–present),2026,Governor,NM,morales h,3,1,0
,DEM,Raúl Torrez,attorney general of New Mexico (2023–present) ( running for re-election ),2026,Governor,NM,torrez r,3,1,0
,DEM,Stephanie Garcia Richard,New Mexico Commissioner of Public Lands (2019–present),2026,Governor,NM,richard s,3,1,0
,DEM,Leo Jaramillo,state senator from the 5th district (2021–present),2026,Governor,NM,jaramillo l,2,1,0
,DEM,Harold Pope Jr.,state senator from the 23rd district (2021–present) and runner-up in original primary election,2026,Governor,NM,pope h,2,1,0
,DEM,Antonia Roybal-Mack,attorney,2026,Governor,NM,roybalmack a,0,0,0
,DEM,Sonia Smith,former New Mexico Secretary of Veterans Services,2026,Governor,NM,smith s,0,0,0
,DEM,Maggie Toulouse Oliver,New Mexico Secretary of State (2016–present)  (withdrew on June 18),2026,Governor,NM,oliver m,3,1,0
,DEM,Loving,village councilor,2026,Governor,NM,loving,0,0,0
,REP,Gregg Hull,mayor of Rio Rancho (2014–2026),2026,Governor,NM,hull g,1,0,0
,REP,New Mexico Public Regulation Commissioner,(2023–2024) ( running for state treasurer ),2026,Governor,NM,commissioner n,0,0,0
,REP,Belinda Robertson,fitness instructor,2026,Governor,NM,robertson b,0,0,0
,REP,Steve Lanier,state senator from the 2nd district (2025–present),2026,Governor,NM,lanier s,2,1,0
,REP,John Block,state representative from the 51st district (2023–present),2026,Governor,NM,block j,2,1,0
,REP,Crystal Brantley,state senator from the 35th district (2021–present),2026,Governor,NM,brantley c,2,1,0
,REP,Bridgewater Associates,"daughter of former U.S. Senator Pete Domenici , and nominee for U.S. Senate in 2024",2026,Governor,NM,associates b,4,0,1
,REP,Mark Murphy,state representative from the 59th district (2025–present),2026,Governor,NM,murphy m,2,1,0
,REP,Judith Nakamura,former Chief Justice of the New Mexico Supreme Court (2017–2020),2026,Governor,NM,nakamura j,0,0,0
,REP,David Gallegos,state senator from the 41st district (2021–present),2026,Governor,NM,gallegos d,2,1,0
,IND,Ken Miyagishima,former mayor of Las Cruces (2007–2023) (previously ran as a Democrat; endorsed Hull),2026,Governor,NM,miyagishima k,1,0,0
,REP,Joe Lombardo,incumbent governor (2023–present),2026,Governor,NV,lombardo j,3,1,0
,DEM,Aaron Ford,Nevada attorney general (2019–present),2026,Governor,NV,ford a,3,1,0
,DEM,Sandra Jauregui,majority leader of the Nevada Assembly (2023–present) from the 41st district (2016–present)  ( running for lieutenant governor ; endorsed Ford),2026,Governor,NV,jauregui s,2,1,0
,DEM,Steve Yeager,speaker of the Nevada Assembly (2022–present) from the 9th district (2016–present),2026,Governor,NV,yeager s,2,1,0
,IND,Lyon county,deputy sheriff,2026,Governor,NV,county l,1,0,0
,IND,Allen Rheinhart,perennial candidate,2026,Governor,NV,rheinhart a,0,0,0
,DEM,Kathy Hochul,"governor of New York (2021–present)  Running mate: Adrienne Adams , former speaker of the New York City Council (2022–2025) from the 28th district (2017–2025) and candidate for mayor of New York City in 2025",2026,Governor,NY,hochul k,3,1,1
,DEM,Adrienne Adams,former speaker of the New York City Council (2022–2025) from the 28th district (2017–2025) and candidate for mayor of New York City in 2025,2026,Governor,NY,adams a,1,0,1
,DEM,Antonio Delgado,"lieutenant governor of New York (2022–present)  Running mate: India Walton , community organizer and nominee for mayor of Buffalo in 2021",2026,Governor,NY,delgado a,3,1,1
,DEM,India Walton,community organizer and nominee for mayor of Buffalo in 2021,2026,Governor,NY,walton i,0,0,1
,DEM,Letitia James,attorney general of New York (2019–present) ( running for re-election ; endorsed Hochul),2026,Governor,NY,james l,3,1,0
,DEM,Tom Suozzi,"U.S. representative from New York's 3rd congressional district (2017–2023, 2024–present) and candidate for governor in 2006 and 2022  ( running for re-election , endorsed Hochul)",2026,Governor,NY,suozzi t,4,1,1
,DEM,Ritchie Torres,U.S. representative from New York's 15th congressional district (2021–present)  ( running for re-election ; endorsed Hochul),2026,Governor,NY,torres r,4,1,0
,REP,Bruce Blakeman,"Nassau County executive (2021–present)  Running mate: Todd Hood, Madison County sheriff (2018–present)",2026,Governor,NY,blakeman b,1,1,0
,REP,Madison County,sheriff (2018–present),2026,Governor,NY,county m,1,1,0
,REP,Larry Sharpe,"business training company founder and perennial candidate   Running mate: Mike Carpinelli, Lewis County sheriff (2006–present)",2026,Governor,NY,sharpe l,1,1,0
,REP,Pat Hahn,union leader,2026,Governor,NY,hahn p,0,0,0
,REP,David Tulley,cannabis shop owner,2026,Governor,NY,tulley d,0,0,0
,REP,Lewis County,sheriff (2006–present),2026,Governor,NY,county l,1,1,0
,REP,Elise Stefanik,U.S. representative from New York's 21st congressional district (2015–present),2026,Governor,NY,stefanik e,4,1,0
,REP,Mike Lawler,"U.S. representative from New York's 17th congressional district (2023–present) ( running for re-election , endorsed Stefanik)",2026,Governor,NY,lawler m,4,1,0
,IND,Prohibition,"), chair of the Prohibition Party of New York (write-in)",2026,Governor,NY,prohibition,0,0,0
,IND,Larry Sharpe,"( Libertarian ), business training company founder and perennial candidate",2026,Governor,NY,sharpe l,0,0,0
,IND,Carl Gottstein (Independent),conservative activist,2026,Governor,NY,independent c,0,0,0
,REP,Vivek Ramaswamy,"founder of Roivant Sciences and candidate for president in 2024  Running mate: Rob McColley , president of the Ohio Senate (2025–present) from the 1st district (2017–present)",2026,Governor,OH,ramaswamy v,2,1,1
,REP,Rob McColley,president of the Ohio Senate (2025–present) from the 1st district (2017–present),2026,Governor,OH,mccolley r,2,1,0
,REP,Robert Sprague,"Ohio state treasurer (2019–present) (endorsed Ramaswamy, running for secretary of state )",2026,Governor,OH,sprague r,3,1,0
,REP,Dave Yost,Ohio attorney general (2019–2026) and former Ohio state auditor (2011–2019),2026,Governor,OH,yost d,3,0,0
,REP,Warren Davidson,"U.S. representative from Ohio's 8th congressional district (2016–present) (endorsed Ramaswamy,  running for re-election )",2026,Governor,OH,davidson w,4,1,0
,REP,Jon Husted,"U.S. senator (2025–present), former lieutenant governor (2019–2025), and candidate for governor in 2018  ( endorsed Ramaswamy,  running for U.S. Senate )",2026,Governor,OH,husted j,4,1,1
,REP,Frank LaRose,"Ohio secretary of state (2019–present) and candidate for U.S. Senate in 2024 (endorsed Ramaswamy,  running for state auditor )",2026,Governor,OH,larose f,3,1,1
,REP,Jim Tressel,lieutenant governor of Ohio (2025–present),2026,Governor,OH,tressel j,3,1,0
,DEM,Amy Acton,"former director of the Ohio Department of Health (2019–2020)   Running mate: David Pepper , former chair of Ohio Democratic Party (2015–2020), former Hamilton County commissioner (2007–2011), nominee for state auditor in 2010 , and nominee for attorney general in 2014",2026,Governor,OH,acton a,1,0,1
,DEM,David Pepper,"former chair of Ohio Democratic Party (2015–2020), former Hamilton County commissioner (2007–2011), nominee for state auditor in 2010 , and nominee for attorney general in 2014",2026,Governor,OH,pepper d,1,0,1
,DEM,Sherrod Brown,"former U.S. senator (2007–2025) ( running for U.S. Senate , endorsed Acton)",2026,Governor,OH,brown s,4,0,0
,DEM,Greg Landsman,U.S. representative from Ohio's 1st congressional district (2023–present) ( running for re-election ),2026,Governor,OH,landsman g,4,1,0
,DEM,Allison Russo,former minority leader of the Ohio House of Representatives (2022–2025) and nominee for Ohio's 15th congressional district in the 2021 special election  ( running for Secretary of State ),2026,Governor,OH,russo a,2,1,1
,DEM,Tim Ryan,"former U.S. representative (2003–2023), nominee for U.S. Senate in 2022 , and candidate for president in 2020",2026,Governor,OH,ryan t,4,1,1
,DEM,Emilia Sykes,U.S. representative from Ohio's 13th congressional district (2023–present) ( running for re-election ),2026,Governor,OH,sykes e,4,1,0
,DEM,Ohio's 5th congressional district,"in 2018 , and nominee for U.S. Senate in 2024  Running mate: James Mills",2026,Governor,OH,district o,0,0,1
,REP,G. T. Bynum,former Mayor of Tulsa (2016–2024),2026,Governor,OK,bynum g,1,0,0
,REP,Kevin Hern,U.S. representative from Oklahoma's 1st congressional district (2018–present) ( running for U.S. Senate ),2026,Governor,OK,hern k,4,1,0
,REP,James Lankford,U.S. Senator (2015–present),2026,Governor,OK,lankford j,4,1,0
,REP,Matt Pinnell,Lieutenant Governor of Oklahoma (2019–present),2026,Governor,OK,pinnell m,3,1,0
,DEM,Cyndi Munson,minority leader of the Oklahoma House of Representatives (2022–present) from the 85th district (2015–present),2026,Governor,OK,munson c,2,1,0
,IND,Robert Brooks Sr.,farmer,2026,Governor,OK,brooks r,0,0,0
,IND,Tulsa school board,member,2026,Governor,OK,board t,0,0,0
,DEM,Tina Kotek,incumbent governor (2023–present),2026,Governor,OR,kotek t,3,1,0
,REP,Christine Drazan,"state senator (2025–present), former minority leader of the Oregon House of Representatives (2019–2021, 2025) and nominee for governor in 2022",2026,Governor,OR,drazan c,2,1,1
,DEM,Josh Shapiro,incumbent governor (2023–present),2026,Governor,PA,shapiro j,3,1,0
,DEM,Bob Casey Jr.,former U.S. senator (2007–2025),2026,Governor,PA,casey b,4,0,0
,DEM,Austin Davis,incumbent lieutenant governor (2023–present),2026,Governor,PA,davis a,3,1,0
,REP,Stacy Garrity,Pennsylvania state treasurer (2021–present),2026,Governor,PA,garrity s,3,1,0
,REP,Mutual UFO Network,and perennial candidate (running for lieutenant governor),2026,Governor,PA,network m,0,0,0
,REP,Scott Martin,state senator from SD-13 (2017–present) and candidate for governor in 2022  (endorsed Garrity),2026,Governor,PA,martin s,2,1,1
,REP,Doug Mastriano,state senator from SD-33 (2019–present) and nominee for governor in 2022,2026,Governor,PA,mastriano d,2,1,1
,REP,Dan Meuser,"U.S. representative from PA-09 (2019–present) ( running for re-election , endorsed Garrity)",2026,Governor,PA,meuser d,4,1,0
,REP,Dave Sunday,Pennsylvania attorney general (2025–present)  (endorsed Garrity),2026,Governor,PA,sunday d,3,1,0
,REP,Glenn Thompson,"U.S. representative from PA-15 (2009–present)  ( running for re-election , endorsed Garrity)",2026,Governor,PA,thompson g,4,1,0
,REP,Mike Turzai,former speaker of the Pennsylvania House of Representatives (2015–2020) from HD-28 (2001–2020),2026,Governor,PA,turzai m,2,1,0
,REP,Allegheny County,Republican Party and candidate for governor in 2022,2026,Governor,PA,county a,0,0,1
,REP,Cris Dush,state senator from SD-25 (2021–present) (endorsed Richey),2026,Governor,PA,dush c,2,1,0
,REP,Brian Thomas,businessman,2026,Governor,PA,thomas b,0,0,0
,REP,Montgomery County,Commissioner,2026,Governor,PA,county m,0,0,0
,REP,Libertarian Party,"Judicial Committee and nominee for governor in 1998 , 2002 , and 2018",2026,Governor,PA,party l,0,0,1
,REP,Lancaster,home rule commissioner and Green Party candidate for mayor in 2017 and 2025,2026,Governor,PA,lancaster,0,0,1
,REP,Craig Bolton,Chair of the Philadelphia Green Party,2026,Governor,PA,bolton c,0,0,0
,REP,Constitution Party,and Erie County attorney,2026,Governor,PA,party c,1,0,0
,REP,Lawrence County,Constitution Party,2026,Governor,PA,county l,0,0,0
,REP,Alan R. Goodrich,"Sr., principal",2026,Governor,PA,goodrich a,0,0,0
,DEM,Helena Foulkes,"former CVS executive, niece of former U.S. senator Chris Dodd , and candidate for governor in 2022",2026,Governor,RI,foulkes h,4,0,1
,DEM,Wil Gregersen,librarian,2026,Governor,RI,gregersen w,0,0,0
,DEM,Dan McKee,incumbent governor (2021–present),2026,Governor,RI,mckee d,3,1,0
,DEM,Gregory Stevens,restaurateur,2026,Governor,RI,stevens g,0,0,0
,DEM,Gregg Amore,Rhode Island Secretary of State (2023–present) ( running for re-election ),2026,Governor,RI,amore g,3,1,0
,DEM,Alana DiMario,state senator from the 36th district (2021–present),2026,Governor,RI,dimario a,2,1,0
,DEM,Sabina Matos,"lieutenant governor of Rhode Island (2021–present) ( running for re-election , endorsed McKee)",2026,Governor,RI,matos s,3,1,0
,DEM,Peter Neronha,Rhode Island Attorney General (2019–present) (endorsed Foulkes),2026,Governor,RI,neronha p,3,1,0
,DEM,Joe Shekarchi,Speaker of the Rhode Island House of Representatives (2021–present) from the 23rd district (2013–present),2026,Governor,RI,shekarchi j,2,1,0
,REP,Warwick,Sewer Authority and nominee for lieutenant governor in 2022,2026,Governor,RI,warwick,0,0,1
,REP,Elaine Pelino,former actress and model,2026,Governor,RI,pelino e,0,0,0
,REP,Jessica de la Cruz,minority leader of the Rhode Island Senate (2022–present) from the 23rd district (2019–present) ( running for re-election ),2026,Governor,RI,cruz j,2,1,0
,REP,Kenneth Hopkins,mayor of Cranston (2021–present),2026,Governor,RI,hopkins k,1,1,0
,IND,Ken Block,"founder of the Moderate Party of Rhode Island , Moderate Party nominee for governor in 2010 and Republican candidate in 2014",2026,Governor,RI,block k,0,0,1
,IND,Rhode Island’s 1st congressional district,),2026,Governor,RI,district r,0,0,0
,IND,Helena Foulkes,"former CVS executive, candidate for governor in 2022 , granddaughter of former U.S. senator Thomas Dodd and niece of former U.S. senator Chris Dodd  (running as a Democrat)",2026,Governor,RI,foulkes h,4,0,1
,REP,Alan Wilson,"attorney general of South Carolina (2011–present)  Running mate: Mike Reichenbach , state senator from the 31st district (2022–present)",2026,Governor,SC,wilson a,3,1,0
,REP,Mike Reichenbach,state senator from the 31st district (2022–present),2026,Governor,SC,reichenbach m,2,1,0
,REP,Josh Kimbrell,"state senator from the 11th district (2020–present)  (endorsed Wilson, remained on ballot)",2026,Governor,SC,kimbrell j,2,1,0
,REP,Thomas Ravenel,"former state treasurer of South Carolina (2007), candidate for U.S. Senate in 2004 and independent candidate in 2014",2026,Governor,SC,ravenel t,3,0,1
,REP,Jacqueline Hicks DuBose,bus driver ( remained on ballot),2026,Governor,SC,dubose j,0,0,0
,REP,Mark Sanford,"former governor (2003–2011), U.S. representative for South Carolina's 1st congressional district (1995–2001, 2013–2019), and candidate for president in 2020 ( ran for congress )",2026,Governor,SC,sanford m,4,1,1
,DEM,Jermaine Johnson,state representative from the 80th district [ l ] (2020–present),2026,Governor,SC,johnson j,2,1,0
,DEM,Russell Ott,state senator from the 26th district (2024–present),2026,Governor,SC,ott r,2,1,0
,IND,South Carolina Green Party,"), veteran",2026,Governor,SC,party s,0,0,0
,IND,United Citizens Party,"), Democratic candidate for SC-6 in 2022   Running mate: Candace Brewer, activist",2026,Governor,SC,party u,0,0,1
,IND,Running mate: Candace Brewer,activist,2026,Governor,SC,brewer r,0,0,0
,REP,Marty Jackley,"Attorney General of South Dakota (2009–2019, 2023–present)  ( running for U.S. House )",2026,Governor,SD,jackley m,3,1,0
,REP,Mike Rounds,U.S. Senator (2015–present) and former governor (2003–2011)  ( running for re-election ),2026,Governor,SD,rounds m,4,1,0
,REP,Paul TenHaken,mayor of Sioux Falls (2018–2026),2026,Governor,SD,tenhaken p,1,0,0
,DEM,Dan Ahlers,"executive director of the South Dakota Democratic Party , former state senator (2008–2010), and nominee for U.S. Senate in 2020",2026,Governor,SD,ahlers d,2,0,1
,DEM,Robert Arnold,college student,2026,Governor,SD,arnold r,0,0,0
,IND,Anthony Sitter,HVAC installer,2026,Governor,SD,sitter a,0,0,0
,IND,South Dakota's 1st legislative district,in 2018,2026,Governor,SD,district s,0,0,0
,IND,Terry Gleason,web developer and convicted sex offender,2026,Governor,SD,gleason t,0,0,0
,IND,Scott Morris,retired Air Force veteran,2026,Governor,SD,morris s,0,0,0
,IND,mayor of Sioux Falls,(1974–1984) and candidate for state senate in 2020,2026,Governor,SD,falls m,0,0,1
,REP,Marsha Blackburn,U.S. senator (2019–present),2026,Governor,TN,blackburn m,4,1,0
,REP,Monty Fritts,state representative from the 32nd district (2023–present),2026,Governor,TN,fritts m,2,1,0
,REP,John Rose,U.S. representative from Tennessee's 6th congressional district (2019–present),2026,Governor,TN,rose j,4,1,0
,REP,Mark Green,former U.S. representative from Tennessee's 7th congressional district (2019–2025),2026,Governor,TN,green m,4,1,0
,REP,Bill Hagerty,U.S. senator (2021–present) ( running for re-election ),2026,Governor,TN,hagerty b,4,1,0
,REP,Tre Hargett,secretary of state of Tennessee (2009–present),2026,Governor,TN,hargett t,3,1,0
,REP,Diana Harshbarger,U.S. representative from Tennessee's 1st congressional district (2021–present)  ( running for re-election ),2026,Governor,TN,harshbarger d,4,1,0
,REP,Pete Hegseth,United States Secretary of Defense (2025–present),2026,Governor,TN,hegseth p,4,1,0
,REP,Glenn Jacobs,mayor of Knox County (2018–present) (endorsed Blackburn),2026,Governor,TN,jacobs g,1,1,0
,REP,Stuart McWhorter,Tennessee Commissioner of Economic & Community Development (2022–present),2026,Governor,TN,mcwhorter s,3,1,0
,REP,Barry Wilmore,retired NASA astronaut and United States Navy test pilot,2026,Governor,TN,wilmore b,0,0,0
